surrogate_key,provider_specialty,hcpcs_code,hcpcs_description,year,total_services,total_beneficiaries,total_providers,pct_facility_services,avg_medicare_payment,avg_submitted_charge,avg_medicare_standardized_amount,payment_to_charge_ratio,prior_year_services,yoy_volume_change_pct,prior_year_avg_payment,yoy_payment_change_pct,specialty_avg_payment,specialty_avg_ptcr,payment_vs_specialty_pct,is_payment_outlier,mart_built_at
14c92edcfc04fc0c5d5ea3c8112ccf0e,Gastroenterology,99214,"Office visit, est, moderate",2021,65,37,48,0.3193,166.7,285.23,166.23,0.5844,,,,,198.24,0.5825,-0.1591,false,2026-03-27T14:04:02.726223
778fedd1a6623152a4ff30f397e91faf,Gastroenterology,99215,"Office visit, est, complex",2021,250,130,41,0.152,215.68,374.71,192.39,0.5756,,,,,198.24,0.5825,0.088,false,2026-03-27T14:04:02.726240
3bfb9143c467afe64c03a3888644df81,Gastroenterology,76700,"US abdomen, complete",2021,206,119,47,0.3313,128.72,223.26,123.11,0.5766,,,,,198.24,0.5825,-0.3507,false,2026-03-27T14:04:02.726259
131ebbe5e96c2cc690dbc90795278173,Gastroenterology,74177,CT abdomen/pelvis w/contrast,2021,237,123,38,0.4518,246.14,416.56,243.87,0.5909,,,,,198.24,0.5825,0.2416,false,2026-03-27T14:04:02.726276
bc504e8a90257aac8a135fd10e76bcd0,Gastroenterology,43239,Upper GI endoscopy w/biopsy,2022,289,159,58,0.5244,228.51,408.23,251.01,0.5598,241,0.1992,228.52,-0.0,196.94,0.5561,0.1603,false,2026-03-27T14:04:02.726301
525b6cd4ef0392c44e7eba7cfc88af44,Gastroenterology,45380,Colonoscopy w/biopsy,2022,60,32,26,0.1731,209.79,382.6,224.04,0.5483,57,0.0526,210.4,-0.0029,196.94,0.5561,0.0652,false,2026-03-27T14:04:02.726318
b0ee1cfa355544b8282fedc83cf6ea15,Gastroenterology,45385,Colonoscopy w/polyp removal,2022,222,129,34,0.4701,227.23,399.4,206.58,0.5689,240,-0.075,228.74,-0.0066,196.94,0.5561,0.1538,false,2026-03-27T14:04:02.726336
094a0a3f2f779d0e2d7d97cb1bc91dfc,Gastroenterology,45378,"Colonoscopy, diagnostic",2022,129,66,48,0.2272,193.91,354.12,193.03,0.5476,113,0.1416,196.51,-0.0132,196.94,0.5561,-0.0154,false,2026-03-27T14:04:02.726352
033d64d6abc408e54664fca3a909ec26,Gastroenterology,43235,"Upper GI endoscopy, diagnostic",2022,107,62,27,0.4192,186.55,329.64,204.43,0.5659,96,0.1146,183.45,0.0169,196.94,0.5561,-0.0528,false,2026-03-27T14:04:02.726369
4e069011410fcbc94969783ccbf9cb02,Gastroenterology,91065,Hydrogen breath test,2022,221,125,49,0.3731,133.57,237.36,123.12,0.5627,206,0.0728,134.97,-0.0104,196.94,0.5561,-0.3218,false,2026-03-27T14:04:02.726386
8189588c1b71bb8e620459181125a1c7,Gastroenterology,99214,"Office visit, est, moderate",2022,74,38,50,0.3343,162.56,296.64,162.1,0.548,65,0.1385,166.7,-0.0248,196.94,0.5561,-0.1746,false,2026-03-27T14:04:02.726403
b22fdd60063680647dd616945b997bbb,Gastroenterology,99215,"Office visit, est, complex",2022,260,150,42,0.167,218.06,389.7,194.51,0.5596,250,0.04,215.68,0.011,196.94,0.5561,0.1072,false,2026-03-27T14:04:02.726422
26c7e8cb474135e993b044977a5c4fe1,Gastroenterology,76700,"US abdomen, complete",2022,206,108,49,0.3463,126.65,232.19,121.12,0.5454,206,0.0,128.72,-0.0161,196.94,0.5561,-0.3569,false,2026-03-27T14:04:02.726443
bf280bbe289788899592c34b478000ba,Gastroenterology,74177,CT abdomen/pelvis w/contrast,2022,240,128,40,0.4668,240.37,433.22,238.15,0.5548,237,0.0127,246.14,-0.0234,196.94,0.5561,0.2205,false,2026-03-27T14:04:02.726463
9a5ccf63b5265046ff8cb3e9267b43c6,Gastroenterology,43239,Upper GI endoscopy w/biopsy,2023,322,180,60,0.5394,223.44,423.93,245.44,0.5271,289,0.1142,228.51,-0.0222,196.53,0.5378,0.1369,false,2026-03-27T14:04:02.726485
a2d621e729b0ed8d4542cd152b062ed8,Gastroenterology,45380,Colonoscopy w/biopsy,2023,66,34,27,0.1881,214.42,397.32,228.98,0.5397,60,0.1,209.79,0.0221,196.53,0.5378,0.091,false,2026-03-27T14:04:02.726509
c0e28340bdfbb644ee6a5db9addfe241,Gastroenterology,45385,Colonoscopy w/polyp removal,2023,251,139,35,0.4851,222.61,414.76,202.38,0.5367,222,0.1306,227.23,-0.0203,196.53,0.5378,0.1327,false,2026-03-27T14:04:02.726527
276d40a964ec9eca166812ce1407f864,Gastroenterology,45378,"Colonoscopy, diagnostic",2023,133,74,50,0.2422,199.17,367.74,198.27,0.5416,129,0.031,193.91,0.0271,196.53,0.5378,0.0134,false,2026-03-27T14:04:02.726544
795cb25855c2b7b852469c2d0291fcba,Gastroenterology,43235,"Upper GI endoscopy, diagnostic",2023,104,60,28,0.4342,184.15,342.32,201.8,0.5379,107,-0.028,186.55,-0.0129,196.53,0.5378,-0.063,false,2026-03-27T14:04:02.726561
4409d137df21d6f5b3152b295957aa74,Gastroenterology,91065,Hydrogen breath test,2023,244,137,51,0.3881,131.53,246.49,121.24,0.5336,221,0.1041,133.57,-0.0153,196.53,0.5378,-0.3307,false,2026-03-27T14:04:02.726578
8c5306a56a4f18cc7e5aabdb93844b98,Gastroenterology,99214,"Office visit, est, moderate",2023,73,37,52,0.3493,168.06,308.05,167.59,0.5456,74,-0.0135,162.56,0.0338,196.53,0.5378,-0.1449,false,2026-03-27T14:04:02.726595
592e1d603d8507cb4d1f81883e7d5bb0,Gastroenterology,99215,"Office visit, est, complex",2023,289,165,44,0.182,215.25,404.68,192.01,0.5319,260,0.1115,218.06,-0.0129,196.53,0.5378,0.0953,false,2026-03-27T14:04:02.726613
0f89bd694f8d204e3570f70c91edcd7d,Gastroenterology,76700,"US abdomen, complete",2023,235,123,51,0.3613,130.92,241.12,125.2,0.543,206,0.1408,126.65,0.0337,196.53,0.5378,-0.3338,false,2026-03-27T14:04:02.726630
3881fbb38f0b2893f9dd44fcb40676a7,Gastroenterology,74177,CT abdomen/pelvis w/contrast,2023,267,145,42,0.4818,243.33,449.89,241.08,0.5409,240,0.1125,240.37,0.0123,196.53,0.5378,0.2381,false,2026-03-27T14:04:02.726647
f0a722272801664098421f6570e6656a,Ophthalmology,66984,Cataract surgery w/IOL,2021,542,355,72,0.2656,91.88,152.22,87.94,0.6036,,,,,124.55,0.6019,-0.2623,false,2026-03-27T14:04:02.726673
13ca7357e3e9e1206a5316fced4a69e6,Ophthalmology,67028,Intravitreal injection,2021,207,129,106,0.2317,138.16,230.4,140.54,0.5996,,,,,124.55,0.6019,0.1093,false,2026-03-27T14:04:02.726689
b1d1207abaf296b8666dca1876a6a187,Ophthalmology,92014,Comprehensive eye exam,2021,348,214,123,0.521,91.69,152.01,96.94,0.6032,,,,,124.55,0.6019,-0.2638,false,2026-03-27T14:04:02.726706
56791a694a0a1ce5d69b702506ba9924,Ophthalmology,92012,Intermediate eye exam,2021,269,166,90,0.199,120.21,197.68,127.88,0.6081,,,,,124.55,0.6019,-0.0348,false,2026-03-27T14:04:02.726723
bb70b7a12a7eec2d98da07d98b69f91e,Ophthalmology,65855,Laser trabeculoplasty,2021,385,261,96,0.3612,140.47,240.08,136.22,0.5851,,,,,124.55,0.6019,0.1278,false,2026-03-27T14:04:02.726757
f2367ef85fc63ea6d9578740d1999845,Ophthalmology,67210,Retinal photocoagulation,2021,457,274,67,0.2928,133.31,220.15,142.15,0.6056,,,,,124.55,0.6019,0.0703,false,2026-03-27T14:04:02.726785
c5d686c9fd05d7fd0dc0e1ab39e25798,Ophthalmology,92134,"Retinal imaging, OCT",2021,415,278,75,0.2104,151.96,245.92,160.09,0.6179,,,,,124.55,0.6019,0.2201,false,2026-03-27T14:04:02.726805
a4a3fef6b03c78889d4ec86f9f9c8d26,Ophthalmology,99214,"Office visit, est, moderate",2021,249,151,113,0.3364,148.4,248.8,146.9,0.5965,,,,,124.55,0.6019,0.1915,false,2026-03-27T14:04:02.726822
247e68de7e012c494cdd4880a05f9ebb,Ophthalmology,92083,Visual field exam,2021,173,106,104,0.3951,91.21,152.6,88.02,0.5977,,,,,124.55,0.6019,-0.2677,false,2026-03-27T14:04:02.726840
28201a2ae473ed3acf7dc314581862de,Ophthalmology,65756,Corneal transplant,2021,231,158,113,0.3364,149.68,248.8,148.17,0.6016,,,,,124.55,0.6019,0.2018,false,2026-03-27T14:04:02.726857
2d1c35bd0eb68a24feee2a838bf2773b,Ophthalmology,66984,Cataract surgery w/IOL,2022,553,368,76,0.2806,91.33,158.3,87.42,0.5769,542,0.0203,91.88,-0.006,126.73,0.5875,-0.2793,true,2026-03-27T14:04:02.726881
d510b41213edd1b8aabd75d3e48c8e13,Ophthalmology,67028,Intravitreal injection,2022,248,170,111,0.2467,140.73,239.61,143.16,0.5873,207,0.1981,138.16,0.0186,126.73,0.5875,0.1105,false,2026-03-27T14:04:02.726905
512de06fef19b265ab1959586255a4f3,Ophthalmology,92014,Comprehensive eye exam,2022,365,241,129,0.536,93.08,158.09,98.41,0.5888,348,0.0489,91.69,0.0152,126.73,0.5875,-0.2655,false,2026-03-27T14:04:02.726933
625b09ca3bf9db2285a9c9b749e274cb,Ophthalmology,92012,Intermediate eye exam,2022,322,208,95,0.214,121.41,205.59,129.16,0.5905,269,0.197,120.21,0.01,126.73,0.5875,-0.042,false,2026-03-27T14:04:02.726953
752e4b2df7b4e6de9800b1963bf7ad65,Ophthalmology,65855,Laser trabeculoplasty,2022,444,294,101,0.3762,148.54,249.68,144.04,0.5949,385,0.1532,140.47,0.0574,126.73,0.5875,0.1721,false,2026-03-27T14:04:02.726975
65f3f6d438c3deca7a9394836fd5aef6,Ophthalmology,67210,Retinal photocoagulation,2022,499,335,70,0.3078,134.79,228.96,143.72,0.5887,457,0.0919,133.31,0.0111,126.73,0.5875,0.0636,false,2026-03-27T14:04:02.726992
73fbeb328eb47afeb5c4f4578d220799,Ophthalmology,92134,"Retinal imaging, OCT",2022,399,272,79,0.2254,150.76,255.75,158.83,0.5895,415,-0.0386,151.96,-0.0079,126.73,0.5875,0.1896,false,2026-03-27T14:04:02.727010
15e96a544c96bfad5379047dad9015b0,Ophthalmology,99214,"Office visit, est, moderate",2022,263,172,118,0.3514,152.01,258.75,150.47,0.5875,249,0.0562,148.4,0.0243,126.73,0.5875,0.1995,false,2026-03-27T14:04:02.727027
451dd10f2f2468527e07de7c86761512,Ophthalmology,92083,Visual field exam,2022,183,110,109,0.4101,93.58,158.7,90.3,0.5896,173,0.0578,91.21,0.026,126.73,0.5875,-0.2616,false,2026-03-27T14:04:02.727044
160b5d03407ddf53f9989646766e5cff,Ophthalmology,65756,Corneal transplant,2022,263,171,118,0.3514,150.38,258.75,148.86,0.5812,231,0.1385,149.68,0.0047,126.73,0.5875,0.1866,false,2026-03-27T14:04:02.727061
94356e2e8dc887d122c456459110aae8,Ophthalmology,66984,Cataract surgery w/IOL,2023,619,401,80,0.2956,90.66,164.39,86.78,0.5515,553,0.1193,91.33,-0.0073,126.95,0.5664,-0.2859,false,2026-03-27T14:04:02.727083
3259b1d47e19ec6279dc928a491a1564,Ophthalmology,67028,Intravitreal injection,2023,240,158,117,0.2617,141.17,248.83,143.6,0.5673,248,-0.0323,140.73,0.0031,126.95,0.5664,0.112,false,2026-03-27T14:04:02.727100
99d128a7b523b08e21bbf044c0ffc25e,Ophthalmology,92014,Comprehensive eye exam,2023,379,239,135,0.551,93.05,164.17,98.38,0.5668,365,0.0384,93.08,-0.0003,126.95,0.5664,-0.267,false,2026-03-27T14:04:02.727118
44c387d40c1634fcb2bde9d4a9c882aa,Ophthalmology,92012,Intermediate eye exam,2023,317,210,99,0.229,120.42,213.5,128.1,0.564,322,-0.0155,121.41,-0.0082,126.95,0.5664,-0.0514,false,2026-03-27T14:04:02.727134
8b154e59825440aff25af579b0df15af,Ophthalmology,65855,Laser trabeculoplasty,2023,449,285,105,0.3912,154.7,259.28,150.02,0.5966,444,0.0113,148.54,0.0415,126.95,0.5664,0.2186,false,2026-03-27T14:04:02.727155
e93a12fe5dda641bc62db8430e7bf37e,Ophthalmology,67210,Retinal photocoagulation,2023,507,311,73,0.3228,135.46,237.76,144.44,0.5697,499,0.016,134.79,0.005,126.95,0.5664,0.067,false,2026-03-27T14:04:02.727171
c8e55aae7db27c62120d2b0639c154a6,Ophthalmology,92134,"Retinal imaging, OCT",2023,443,301,82,0.2404,154.59,265.59,162.86,0.5821,399,0.1103,150.76,0.0254,126.95,0.5664,0.2177,false,2026-03-27T14:04:02.727188
a4601798fb6c2f05a381c904d36fa786,Ophthalmology,99214,"Office visit, est, moderate",2023,277,168,124,0.3664,150.15,268.71,148.63,0.5588,263,0.0532,152.01,-0.0122,126.95,0.5664,0.1827,false,2026-03-27T14:04:02.727204
5aeba0efc5698fe767a192dc11523d9a,Ophthalmology,92083,Visual field exam,2023,219,144,114,0.4251,90.96,164.8,87.78,0.552,183,0.1967,93.58,-0.028,126.95,0.5664,-0.2835,false,2026-03-27T14:04:02.727221
d15014ef552c92881f8dcad3735ee941,Ophthalmology,65756,Corneal transplant,2023,290,172,124,0.3664,149.06,268.71,147.55,0.5547,263,0.1027,150.38,-0.0088,126.95,0.5664,0.1742,false,2026-03-27T14:04:02.727238
7ce5ebbd84f258e92eec94b414b3db16,Orthopedic Surgery,27447,Total knee replacement,2021,80,35,30,0.4655,243.33,450.43,260.76,0.5402,,,,,229.46,0.5481,0.0604,false,2026-03-27T14:04:02.727262
8a5195bf466f408ece4d1f87f787d5f1,Orthopedic Surgery,27130,Total hip replacement,2021,126,54,28,0.5228,255.62,478.85,271.67,0.5338,,,,,229.46,0.5481,0.114,false,2026-03-27T14:04:02.727280
61e811a787d4a55f82e43da6389ecf63,Orthopedic Surgery,29881,Knee arthroscopy w/meniscectomy,2021,130,59,44,0.4302,146.14,266.45,135.7,0.5485,,,,,229.46,0.5481,-0.3631,false,2026-03-27T14:04:02.727298
9998d890592a506af0cb0aab126cba33,Orthopedic Surgery,20610,"Joint injection, major",2021,149,65,38,0.4321,261.52,466.33,256.84,0.5608,,,,,229.46,0.5481,0.1397,false,2026-03-27T14:04:02.727315
d2232392da260d02b6c6f24ec525c8e1,Orthopedic Surgery,29826,Shoulder arthroscopy,2021,57,30,42,0.1609,203.56,382.15,221.75,0.5327,,,,,229.46,0.5481,-0.1129,false,2026-03-27T14:04:02.727333
3c700bca26d2916408e1c54da0fdd6c2,Orthopedic Surgery,27245,Femur fracture treatment,2021,205,88,42,0.5261,235.56,427.32,229.06,0.5513,,,,,229.46,0.5481,0.0266,false,2026-03-27T14:04:02.727350
f29b6413c5b828592453435bbb9be687,Orthopedic Surgery,99213,"Office visit, est patient",2021,198,87,37,0.5308,299.33,530.97,264.39,0.5637,,,,,229.46,0.5481,0.3045,false,2026-03-27T14:04:02.727367
689d1c60e7fa22d5ee7f0a5450a57825,Orthopedic Surgery,99214,"Office visit, est, moderate",2021,123,54,46,0.3156,217.53,395.29,240.36,0.5503,,,,,229.46,0.5481,-0.052,false,2026-03-27T14:04:02.727383
5c2635640bbea804b819373921fd33f1,Orthopedic Surgery,20680,"Hardware removal, deep",2021,76,35,23,0.4042,213.3,388.53,233.75,0.549,,,,,229.46,0.5481,-0.0704,false,2026-03-27T14:04:02.727401
420aaede6e1a01da5902e329da612ccf,Orthopedic Surgery,29823,"Shoulder arthro, debridement",2021,152,73,35,0.2608,168.52,306.12,182.95,0.5505,,,,,229.46,0.5481,-0.2656,false,2026-03-27T14:04:02.727417
57b30835fb5a8fd7f6156925cfd90d07,Orthopedic Surgery,27447,Total knee replacement,2022,84,38,31,0.4805,248.45,468.45,266.25,0.5304,80,0.05,243.33,0.021,224.89,0.5227,0.1048,false,2026-03-27T14:04:02.727442
6b94bf545dd7cd28a4a41288fe08645a,Orthopedic Surgery,27130,Total hip replacement,2022,132,57,28,0.5378,256.91,498.0,273.04,0.5159,126,0.0476,255.62,0.005,224.89,0.5227,0.1424,false,2026-03-27T14:04:02.727460
02034d0fad11ecd28b10fc786992e149,Orthopedic Surgery,29881,Knee arthroscopy w/meniscectomy,2022,140,67,45,0.4452,146.74,277.11,136.26,0.5295,130,0.0769,146.14,0.0041,224.89,0.5227,-0.3475,false,2026-03-27T14:04:02.727476
fe2cc311c384af415347dbaa99813c27,Orthopedic Surgery,20610,"Joint injection, major",2022,159,69,39,0.4471,247.24,484.99,242.82,0.5098,149,0.0671,261.52,-0.0546,224.89,0.5227,0.0994,false,2026-03-27T14:04:02.727499
224ca040f957c54b627023c8888891d0,Orthopedic Surgery,29826,Shoulder arthroscopy,2022,56,30,43,0.1759,209.89,397.43,228.65,0.5281,57,-0.0175,203.56,0.0311,224.89,0.5227,-0.0667,false,2026-03-27T14:04:02.727517
82c8ca24543f5271bca98d6bac50a688,Orthopedic Surgery,27245,Femur fracture treatment,2022,199,92,43,0.5411,226.07,444.41,219.83,0.5087,205,-0.0293,235.56,-0.0403,224.89,0.5227,0.0052,false,2026-03-27T14:04:02.727534
a52f2d25d603bc60a87f6f47aa15fbb5,Orthopedic Surgery,99213,"Office visit, est patient",2022,197,95,38,0.5458,297.88,552.21,263.1,0.5394,198,-0.0051,299.33,-0.0048,224.89,0.5227,0.3246,false,2026-03-27T14:04:02.727551
304edb66252d918d4ac51df479029f3f,Orthopedic Surgery,99214,"Office visit, est, moderate",2022,131,63,46,0.3306,209.07,411.1,231.01,0.5086,123,0.065,217.53,-0.0389,224.89,0.5227,-0.0703,false,2026-03-27T14:04:02.727568
054980ce81a0677b0b238c079a31a94d,Orthopedic Surgery,20680,"Hardware removal, deep",2022,70,33,24,0.4192,208.45,404.07,228.43,0.5159,76,-0.0789,213.3,-0.0227,224.89,0.5227,-0.0731,false,2026-03-27T14:04:02.727588
24d1f739b71c9ef470d3cea4bf60f662,Orthopedic Surgery,29823,"Shoulder arthro, debridement",2022,178,85,36,0.2758,172.26,318.37,187.01,0.5411,152,0.1711,168.52,0.0222,224.89,0.5227,-0.234,false,2026-03-27T14:04:02.727605
9e62492a18488c40ec45657186cb55ee,Orthopedic Surgery,27447,Total knee replacement,2023,86,38,32,0.4955,243.67,486.46,261.13,0.5009,84,0.0238,248.45,-0.0192,226.99,0.5012,0.0735,false,2026-03-27T14:04:02.727628
95a78d19c7d5720b05de3974dd79129a,Orthopedic Surgery,27130,Total hip replacement,2023,154,74,29,0.5528,256.65,517.16,272.77,0.4963,132,0.1667,256.91,-0.001,226.99,0.5012,0.1307,false,2026-03-27T14:04:02.727645
a834613117f3b42612466a29eb001c09,Orthopedic Surgery,29881,Knee arthroscopy w/meniscectomy,2023,144,68,46,0.4602,141.98,287.76,131.84,0.4934,140,0.0286,146.74,-0.0324,226.99,0.5012,-0.3745,false,2026-03-27T14:04:02.727665
